,2008 [YR2008],2012 [YR2012]
67468,0.4132979002624672,0.44306060606060604
67603,0.0039711286089238835,0.0035424242424242415
68746,0.9980000000000001,0.9980000000000001
68805,0.5592482939632546,0.6277878787878788
68940,0.004474015748031497,0.004136363636363637
69540,0.955504437007874,0.9465537727272728
70142,0.9278244094488189,0.9797545454545454
70277,0.004482152230971128,0.0042696969696969685
71420,0.8982152230971129,0.9106969696969697
71479,0.017210516649559224,0.02015823420628014
71614,0.09193727034120734,0.08895151515151516
71891,0.020055118110236216,0.01872727272727272
72816,0.47984513192453615,0.5423696320700976
72951,0.013407349081364829,0.01306969696969697
73551,0.8325336787401574,0.8249214636363635
74094,0.8280157480314959,0.8228181818181817
74153,0.18904229693464525,0.21849717855834094
74288,0.03040997375328084,0.028884848484848485
74565,0.009167979002624673,0.008333333333333335
75431,0.8420104986876642,0.849787878787879
75490,0.10399541400156566,0.11995806664580383
75625,0.026210236220472444,0.025
75902,0.005999999999999999,0.005999999999999999
76768,0.98649343832021,0.9906666666666667
76827,0.19659379698521245,0.23310815878616437
76962,0.024622309711286088,0.021515151515151515
77239,0.001,0.001
77562,0.969785015223097,0.9896920106060605
78105,0.8885695538057742,0.8973333333333333
78164,0.06957769028871391,0.08135757575757577
78299,0.018626771653543303,0.016536363636363634
78576,0.007341207349081363,0.00715151515151515
79501,0.018076447874859732,0.021400421472060675
79636,0.11415984251968506,0.10934545454545455
79913,0.05816010498687664,0.06233333333333334
80236,0.43004812860892394,0.43348842424242434
80838,0.004445656432831404,0.004931408465333109
80973,0.06013963254593176,0.055651515151515146
81250,0.008154855643044617,0.006030303030303028
81573,0.9544625572178478,0.9463272848484849
82116,0.991,0.991
82175,0.7352215223097112,0.8058515151515151
82310,0.005183989501312335,0.004284848484848485
83453,0.43929396325459324,0.4643333333333334
83512,0.0041888712628113745,0.005010867111772482
83647,0.08692992125984253,0.07657272727272729
83924,0.018611548556430435,0.015121212121212119
84849,0.7971249033949371,0.8525580228353331
85584,0.9930003379265092,0.9937574848484848
86127,0.9566246719160103,0.9640606060606058
86186,0.11493546762407347,0.12760326845173303
86321,0.021923884514435693,0.021669696969696967
86598,0.001,0.001
86921,0.9633835312335958,0.9569487393939393
87523,0.8547889763779528,0.9022727272727273
87658,0.00336010498687664,0.0031969696969696964
88258,0.9945603611548556,0.9968741848484848
88860,0.6475669291338584,0.729309090909091
88995,0.00422755905511811,0.004045454545454546
90197,0.3287908969454786,0.38135747948747034
91475,0.9003937007874016,0.9101818181818182
91534,0.06862130099850726,0.07982847154930468
91669,0.07338635170603675,0.07098484848484848
91946,0.056010498687664036,0.05415151515151514
92269,0.7808733041994751,0.7926491606060606
92812,0.8780551181102362,0.8863636363636364
92871,0.0684200067568199,0.08015626879998812
93006,0.08319632545931759,0.07782424242424243
93283,0.014900262467191602,0.0156969696969697
94149,0.9566797900262467,0.9676060606060606
94208,0.09949550432385765,0.11863849701243476
94343,0.022279790026246717,0.02067878787878788
94620,0.0016587926509186353,0.0018484848484848486
94943,1.0049955131233597,1.0128639303030305
95545,0.8240217847769029,0.8940030303030302
95680,0.004366929133858268,0.0042
96280,0.7186376464566929,0.7417999363636364
96823,0.8215538057742783,0.8403333333333334
96882,0.039732325388657376,0.047245401194311934
97017,0.08020446194225722,0.0764030303030303
97294,0.01750918635170604,0.016484848484848488
98160,0.998976377952756,0.9995454545454545
98219,0.39295328083989506,0.45061212121212124
98354,0.00446745406824147,0.003966666666666667
99556,0.6539494127689549,0.692139280532223
100834,0.9673254593175852,0.9675151515151513
100893,0.24133539945044247,0.25910022874050564
101028,0.014311023622047244,0.014045454545454547
102171,0.9960000000000001,0.9960000000000001
102230,0.4886198180861919,0.5294390258164066
103508,0.9205485564304462,0.9282121212121213
103567,0.07981967380509025,0.08968165882968751
103702,0.03650498687664043,0.03429696969696971
103979,0.008341207349081364,0.008151515151515151
104302,0.7266880160104987,0.7616944515151516
104845,0.7074488188976379,0.7207272727272728
104904,0.007979896446054778,0.008921924120394708
105039,0.11688897637795276,0.10848181818181818
105316,0.0165748031496063,0.01718181818181818
105595,0.030664041994750653,0.029924242424242423
106182,0.659742782152231,0.6836060606060607
106241,0.02524123985155244,0.028321372907125723
106376,0.14527034120734905,0.1405242424242424
106653,0.04111023622047245,0.04327272727272728
107519,0.9438950131233598,0.9576666666666668
107578,0.138,0.138
107713,0.039385039370078735,0.038299999999999994
107990,0.012824146981627295,0.013848484848484846
108856,0.624230971128609,0.6266969696969698
108915,0.0943889503890851,0.11258183630963936
109050,0.08315459317585304,0.07975151515151517
109327,0.021713910761154857,0.020575757575757574
109650,0.9416533178477691,0.9428768666666667
110193,0.8683254593175851,0.8781515151515149
110252,0.10438378157275795,0.12104368358913813
110387,0.026588451443569555,0.02477878787878788
110664,0.006509186351706037,0.005484848484848485
110987,0.9552915341207348,0.9634173787878786
111589,0.6897343640586908,0.7409087945822621
112324,0.9648851236220473,0.9652955454545455
112926,0.6086908136482939,0.7113787878787878
113061,0.00707742782152231,0.006496969696969698
114263,0.9337926509186352,0.9640030303030304
114398,0.0026556430446194224,0.002439393939393939
115541,0.8864488188976377,0.8997272727272726
115600,0.03948710024638544,0.04549259978125368
115735,0.06618293963254593,0.06209696969696969
116012,0.0033412073490813646,0.0031515151515151513
116335,0.9711376039370078,0.973686809090909
116878,0.8271233595800525,0.8353939393939394
116937,0.06143772184541052,0.07145188174742238
117072,0.03623805774278216,0.03371515151515152
117349,0.0031128608923884516,0.0036060606060606066
118215,0.9551102362204725,0.9572727272727273
118274,0.10546382966012283,0.11696219618848513
118409,0.021121522309711285,0.018996969696969693
118686,0.001,0.001
119552,0.8343543307086614,0.8402727272727273
119611,0.01112710201878471,0.012343800191801396
119746,0.0380994750656168,0.03698787878787879
120346,0.9982765299212598,0.9982131727272726
120889,0.9980000000000001,0.9980000000000001
120948,0.6634335816876904,0.7555069961903031
121083,0.004122047244094489,0.0035909090909090912
123622,0.44516947639525795,0.513118706836145
123757,0.004820997375328083,0.004475757575757575
124959,0.43107217847769036,0.4661121212121213
125094,0.003995013123359582,0.0037939393939393955
126237,0.932015748031496,0.9316363636363636
126296,0.22563517060367452,0.2649393939393939
126431,0.01899055118110236,0.01825454545454545
126708,0.0181758530183727,0.01715151515151515
127031,0.9999440320209974,0.9999800393939393
127633,0.8128128203755302,0.8901336911079565
127768,0.0033669291338582668,0.0031999999999999997
128368,0.9925860868766404,0.9932400696969697
128911,0.9626299212598426,0.9619090909090909
128970,0.20755790588213885,0.24069704171869982
129105,0.021522047244094483,0.0205090909090909
129705,0.9882860451443569,0.9886736242424242
130248,0.9331679790026247,0.9323333333333333
130307,0.04321794604849255,0.04922789594091185
130442,0.02608136482939632,0.022996969696969696
131585,0.5852703412073491,0.5964242424242424
131644,0.08974759017876513,0.10779306994285848
131779,0.08742414698162729,0.08314848484848483
132056,0.059454068241469815,0.05493939393939394
132922,0.6411154855643045,0.6495757575757576
132981,0.06131233595800524,0.06984848484848484
133116,0.06457244094488188,0.06379090909090909
134259,0.9856089238845145,0.9837878787878789
134453,0.027870078740157476,0.024736363636363633
135053,0.9930238469816273,0.9924287939393939
135596,0.9771706036745405,0.9843030303030301
135655,0.8467979002624672,0.8982424242424243
135790,0.004671128608923884,0.004242424242424242
138270,0.9900000000000001,0.9900000000000001
138329,0.3844639552346321,0.439443937889056
138464,0.011131496062992125,0.010854545454545454
139064,0.9669718960629923,0.9729137727272729
139607,0.8743937007874016,0.889
139666,0.16588900669824,0.1984369677057613
139801,0.034901837270341206,0.03276969696969696
140078,0.001,0.001
140401,0.8311046262467192,0.8487798151515151
140944,0.6332414698162729,0.6627575757575757
141003,0.01740796403589761,0.021147696268541818
141138,0.08586955380577428,0.08017878787878788
141415,0.002325459317585302,0.0025151515151515154
142281,0.984,0.984
142340,0.6797125984251968,0.7834818181818183
142475,0.010086614173228346,0.008963636363636363
143075,0.8642538496062993,0.8365702727272728
143677,0.1927002624671916,0.223369696969697
143812,0.010781889763779525,0.009290909090909088
144412,0.7456942225721783,0.7308278212121211
144955,0.8058897637795276,0.8085454545454546
145014,0.03928868850166966,0.045568940592064
145149,0.12221601049868765,0.12263333333333333
145426,0.22158792650918635,0.21866666666666668
146292,0.7007795275590551,0.7157272727272728
146351,0.005793938519633143,0.007237469222518411
146486,0.08905879265091865,0.0752757575757576
146763,0.01533595800524935,0.013666666666666667
147823,0.019282152230971128,0.01762424242424242
149025,0.6678604941701815,0.6844110835587109
149760,0.9655469842519686,0.967716990909091
150303,0.941779527559055,0.947090909090909
150362,0.557961942257218,0.6414303030303031
150497,0.008674278215223097,0.00816969696969697
151699,0.8855761154855644,0.9817121212121214
151834,0.0027740157480314965,0.0024363636363636367
153036,0.5250011013366868,0.5918213377155762
153771,0.9354833317585302,0.941118715151515
154314,0.993,0.993
154373,0.3772167979002625,0.42483333333333334
154508,0.012294750656167978,0.011778787878787878
155651,0.4546692913385827,0.46745454545454546
155710,0.00730219483935652,0.00811660673736697
155845,0.06731102362204723,0.06078181818181817
156122,0.006341207349081364,0.006151515151515152
156988,0.7745669291338583,0.7994545454545454
157047,0.008524701357204598,0.010129421915304646
157182,0.09310839895013123,0.08053939393939394
157459,0.11843569553805776,0.11115151515151515
158325,1.001750656167979,1.0061515151515152
158384,0.6130070173267912,0.678711232227875
158519,0.007815485564304461,0.0076030303030303024
158796,0.004,0.004
159662,0.978288713910761,0.9825757575757574
159721,0.15598023353577278,0.18262129022677714
159856,0.014578215223097109,0.010124242424242421
160133,0.001,0.001
160999,0.598007874015748,0.6219090909090907
161058,0.009208125442098671,0.010819296653045115
161193,0.14616902887139105,0.13358484848484845
161470,0.011501312335958004,0.010666666666666665
162395,0.4937790026246719,0.5403787878787878
162530,0.006683464566929133,0.006599999999999999
163673,0.9399448818897638,0.9412727272727271
163732,0.04538855962541057,0.049952258832364316
163867,0.03923175853018373,0.038787878787878795
164467,0.7812233496062992,0.8127031909090909
165010,0.4844488188976378,0.49772727272727274
165069,0.01434712469009283,0.017081493714583246
165204,0.09514383202099737,0.09232121212121211
165481,0.006341207349081364,0.006151515151515152
165804,0.9752161829396326,0.9827274969696969
166347,0.9963700787401575,0.9970909090909091
166406,0.2108723817318511,0.2354787597144939
166541,0.016063517060367457,0.016139393939393943
166818,0.012446194225721784,0.012939393939393938
167141,0.9312780863517062,0.9191213393939394
167684,0.9291706036745409,0.9363030303030305
167743,0.22719002624671922,0.2528060606060607
167878,0.017344881889763776,0.016263636363636362
168155,0.0029999999999999996,0.0029999999999999996
169021,0.8940551181102361,0.8927272727272726
169080,0.15764729361755508,0.17725091175868857
169215,0.04352703412073491,0.04175151515151515
169815,0.88852234488189,0.8691618090909092
170358,0.9530551181102361,0.9565454545454544
170417,0.24954377118847268,0.29656997501134386
170505,0.00014126509186351705,0.00012203030303030305
170552,0.019822047244094487,0.018327272727272727
170829,0.006385826771653542,0.006727272727272726
171754,0.6709281892857292,0.7166751441822672
171889,0.004205511811023621,0.004072727272727272
172489,0.9887671853018374,1.0104024606060606
173032,0.7988950131233596,0.8174848484848485
173091,0.1031535635839714,0.12163830634781
173226,0.03259002624671915,0.02785151515151514
173503,0.001,0.001
173826,0.9720851417322836,0.972307940909091
174369,0.9804540682414699,0.9807575757575758
174428,0.3104419925267031,0.325484349549407
174563,0.00837270341207349,0.007424242424242424
175163,0.8909252351706037,0.9033207666666668
175706,0.8173543307086615,0.8232727272727273
175765,0.26884426649024473,0.3251311460706756
175900,0.035865616797900256,0.03364242424242424
176177,0.001,0.001
176500,0.9126674822834646,0.9885740272727273
177043,0.46449343832021,0.47348484848484856
177102,0.011232974682352072,0.01301497852929848
177237,0.11287900262467188,0.10455151515151512
177514,0.12048556430446195,0.12484848484848486
178380,0.7946640419947508,0.8156060606060609
178439,0.002428598794601596,0.0030349930655757724
178574,0.059894225721784794,0.056821212121212133
178851,0.007341207349081363,0.00715151515151515
179174,0.8611902041994751,0.8501731696969698
179717,0.8773490813648294,0.8914242424242425
179776,0.052510916815172906,0.057948245757246025
179911,0.05536194225721784,0.05065757575757576
180188,0.1416640419947507,0.13851515151515154
181054,0.8459501312335957,0.8583939393939394
181113,0.015548761659947372,0.018636063656377568
181248,0.049721522309711295,0.04470606060606061
181525,0.004341207349081365,0.004151515151515152
181848,0.9872491787401575,0.9875450454545455
182450,0.9312711286089239,1.004560606060606
182585,0.004856430446194226,0.0046212121212121215
183728,0.969724409448819,0.9763636363636364
183787,0.3853538636886121,0.4182404669152471
184522,1.0016999443569554,1.0080196878787877
185124,0.7160987378479826,0.7458353414506507
185259,0.006194225721784777,0.006012121212121213
186402,0.8462152230971128,0.8538787878787879
186461,0.03904075919050512,0.044332230719376475
186596,0.027539370078740154,0.02562727272727273
186873,0.001,0.001
187196,0.4788540280839895,0.503080293939394
187739,0.4866797900262467,0.49760606060606055
187798,0.004032431404127879,0.004701135929738845
187933,0.14249606299212597,0.12813636363636363
188210,0.007955380577427822,0.007424242424242425
189076,0.6125590551181103,0.6231818181818183
189135,0.07873997731845049,0.09750815662272504
189270,0.14139081364829395,0.13374242424242422
189547,0.036666666666666674,0.036666666666666674
190413,0.968776902887139,0.9709393939393938
191207,0.9849294062992128,0.9820605090909093
191809,0.8868406824146982,0.9202303030303031
191944,0.0035230971128608927,0.0032878787878787875
193087,0.8991207349081366,0.9090606060606062
193146,0.13885484254713176,0.15861685058205366
193281,0.011962467191601052,0.011260606060606061
193881,0.6971859141732284,0.7257858181818182
194424,0.9054488188976381,0.9090909090909094
194483,0.08094540475091061,0.09067942194992981
194618,0.09420524934383204,0.09134848484848486
194895,0.001,0.001
195955,0.023416535433070866,0.022536363636363632
196555,0.9685482241469815,0.966934193939394
197098,0.934,0.9388181818181819
197157,0.2244681254634666,0.25910181729416903
197292,0.021033070866141732,0.020236363636363636
197569,0.00762992125984252,0.006909090909090909
198435,0.3793254593175853,0.38433333333333336
198494,0.019410231995912044,0.02081131283726167
198629,0.07123254593175855,0.06980606060606064
198906,0.006999999999999999,0.006999999999999999
199772,0.8784173228346457,0.9020909090909092
199831,0.12538962741875306,0.1515975457644528
199966,0.02507165354330709,0.02382727272727273
200243,0.002325459317585302,0.0025151515151515154
201109,0.8491102362204727,0.8560909090909092
201168,0.272488144432293,0.3147763224555137
201303,0.022488976377952753,0.019863636363636365
201580,0.004015748031496062,0.0036363636363636364
202446,0.9094383202099736,0.9149393939393938
202505,0.06338794405884438,0.06755789881870526
202640,0.03366692913385827,0.03253636363636363
202917,0.001,0.001
203240,0.9493085650918637,0.945617393939394
203842,0.5503685039370079,0.6272545454545455
203977,0.006794488188976378,0.006445454545454546
205120,0.9924435695538059,0.9946060606060606
205179,0.46611312335958016,0.5199212121212122
205314,0.0036099737532808403,0.003048484848484849
206516,0.2957474367209842,0.32231847722438417
207853,0.39926128823863977,0.4626551042647993
207988,0.008910761154855642,0.008330303030303028
208588,0.9499677469816273,0.9415812121212122
209190,0.33472283464566926,0.39632727272727275
209325,0.016568241469816274,0.014603030303030303
209925,0.9308250871391076,0.9319375939393939
210468,0.9655643044619422,0.9680303030303029
210527,0.2707465895553452,0.32165966267282964
210662,0.013182152230971128,0.011524242424242423
211805,0.6945459317585301,0.6990606060606059
211864,0.020462360469421813,0.025081208540832033
211999,0.06919475065616798,0.05133333333333333
212276,0.028102362204724406,0.025636363636363638
213142,0.9671653543307086,0.9728181818181819
213201,0.052017186824199445,0.05877457140527997
213336,0.018290813648293963,0.017869696969696973
214538,0.5017203660954629,0.5009459480593831
214673,0.003690551181102362,0.0034363636363636367
215816,0.9205170603674542,0.9433939393939395
215875,0.1694597372036068,0.1874980417750103
216010,0.06042939632545931,0.05618787878787878
216287,0.01610498687664042,0.01678787878787879
217153,0.9743123359580051,0.9780303030303029
217212,0.2971235452624085,0.355898114271495
217347,0.011655643044619423,0.009993939393939395
217947,0.7747696065616798,0.8045133696969697
218490,0.7141154855643045,0.7225757575757576
218549,0.08635398874126789,0.10319838807252131
218684,0.07559055118110236,0.06473636363636365
218961,0.005999999999999999,0.005999999999999999
219284,0.9888174808398951,0.9864205757575758
219827,0.9928792650918636,0.9925757575757577
219886,0.3230879265091864,0.3466666666666667
220021,0.007065879265091864,0.006121212121212121
221164,0.963,0.963
221223,0.4329131951203316,0.5021882831114032
221358,0.013899999999999997,0.013899999999999997
222501,0.5566824146981628,0.5707575757575758
222560,0.0025232001693901805,0.0026912868790089596
222695,0.20390971128608926,0.1986969696969697
222972,0.018278215223097118,0.01960606060606061
223897,0.7148514640125626,0.7637868041498397
224032,0.0026396325459317584,0.002487878787878788
226571,0.6625955380577427,0.7193969696969698
226706,0.008734120734908136,0.008233333333333332
227306,0.9678710446194226,0.9651261757575759
227849,0.9960000000000001,0.9960000000000001
227908,0.6436604553955203,0.7259759405443877
228043,0.0036784776902887137,0.0033939393939393945
229186,0.8025590551181104,0.8035454545454548
229245,0.021114458151033418,0.025271467815625157
229380,0.0352212598425197,0.03519090909090909
230582,0.015190270139413549,0.017932853298852365
230717,0.16862965879265093,0.16807575757575757
230994,0.005614173228346456,0.005272727272727272
231317,0.9636716212598425,0.9674365181818182
231860,0.9259396325459317,0.9354242424242424
231919,0.08302374687184244,0.08592111740098711
232054,0.07347847769028872,0.07174848484848485
232331,0.17654068241469814,0.17957575757575756
233391,0.11891076115485562,0.10917575757575756
233668,0.031280839895013124,0.03093939393939394
233991,0.9968375692913385,0.9965077818181817
234593,0.6349853018372703,0.7141969696969698
234728,0.005156430446194226,0.0049212121212121205
235328,0.9337212566929135,0.9211348000000001
235871,0.8883385826771653,0.9042727272727272
235930,0.03772613327186431,0.04445289592220304
236065,0.011127296587926508,0.010148484848484848
236342,0.001,0.001
236665,0.9018769603674541,0.8847424530303032
237208,0.983,0.983
237267,0.5775528831440759,0.6692087616098364
237402,0.010199475065616796,0.009087878787878787
238002,0.9301346097112861,0.9217057696969697
238545,0.9379999999999998,0.9379999999999998
238604,0.2941147654398071,0.32333334725779395
238739,0.018936745406824145,0.019175757575757575
240676,0.9801937590551181,0.9769412681818183
241219,0.9529527559055117,0.954090909090909
241278,0.16388123881833788,0.19070080011512536
241413,0.023750918635170603,0.02413030303030303
242556,0.5629317585301836,0.5533333333333332
242750,0.08210761154855642,0.07823030303030303
243893,0.9334356955380577,0.9406060606060606
243952,0.13834448507149244,0.1627800456838651
244087,0.02334540682414698,0.021930303030303026
244364,0.010545931758530181,0.01024242424242424
245230,0.6644540682414698,0.6888484848484848
245289,0.047044719590078596,0.05298802341485846
245424,0.11813832020997378,0.11544848484848484
245701,0.2588083989501312,0.26021212121212123
246024,0.9414577821522309,0.9301213515151514
246626,0.8963566929133859,0.9282363636363637
246761,0.0031480314960629927,0.002954545454545455
247361,0.9726731745406825,0.9679140666666668
247963,0.8068188976377954,0.8497272727272728
248098,0.004772965879265093,0.004621212121212122
249241,0.8933438320209973,0.8963030303030303
249300,0.11868252075873847,0.1420771623788143
249435,0.01632755905511811,0.015181818181818182
250035,0.9717329183727035,0.9726188606060606
250578,0.6759028871391075,0.6894848484848484
250637,0.06542483374634597,0.08327694130240444
250772,0.06628530183727033,0.0626242424242424
251049,0.002120734908136483,0.0024242424242424242
251915,0.5360551181102361,0.5347272727272726
251974,0.01846608141601674,0.02187261729763749
252109,0.06938871391076118,0.05970303030303031
252386,0.0548241469816273,0.05103030303030301
253252,0.9577244094488189,0.9643636363636363
253311,0.22187728978093396,0.25618407664749854
253446,0.01509501312335958,0.01393030303030303
253723,0.0121758530183727,0.011151515151515148
254589,0.6483963254593176,0.666151515151515
254648,0.0017325056884688482,0.0021075869049636707
254783,0.06626299212598426,0.059927272727272746
255926,0.5762992125984252,0.5835454545454546
255985,0.02472965879265092,0.02803030303030303
256120,0.10610629921259843,0.10354545454545455
256397,0.03827559055118111,0.03645454545454546
257263,0.9891653543307086,0.99
257322,0.07674745984933304,0.08847902279129768
257457,0.014550918635170603,0.013966666666666665
258659,0.34164794033451495,0.36651849132375436
258794,0.02336561679790027,0.022587878787878792
259071,0.015446194225721785,0.01593939393939394
259394,0.984506945406824,0.9849449484848485
259937,0.9463805774278213,0.9548787878787877
259996,0.17861447392895838,0.20890775672804746
260131,0.019088188976377953,0.017445454545454542
260408,0.001,0.001
260731,0.9892815228346457,0.994193590909091
261274,0.9846141732283463,0.9939090909090907
261333,0.2709086614173229,0.31069090909090913
261468,0.017282152230971126,0.014178787878787876
262611,0.7070026246719159,0.686060606060606
262670,0.016988750616837293,0.020193606893840643
262805,0.060154593175853026,0.05723333333333334
